action_taken,applicant_income_000s,applicant_race_1,applicant_sex,lien_status,loan_purpose,loan_type,msamd,owner_occupancy,preapproval,property_type,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,tract_to_msamd_income,ID
1,109.0,5,2,1,1,1,35614.0,1,2,1,71300.0,374,1362.0,922.0,32.68000030517578,3767.0,130.9600067138672,7879
1,47.0,5,1,1,1,2,15380.0,1,3,1,69000.0,128,1296.0,941.0,6.760000228881836,2883.0,88.33000183105469,4778
1,84.0,2,2,1,3,1,35004.0,1,3,1,109000.0,385,1423.0,1346.0,9.079999923706056,4462.0,124.97000122070312,11597
1,47.0,5,1,2,1,1,35004.0,1,3,1,109000.0,82,1246.0,1020.0,33.08000183105469,4286.0,92.41999816894533,9433
1,870.0,5,1,1,3,1,35614.0,1,3,1,71300.0,1272,947.0,873.0,15.5,2981.0,367.6099853515625,9321
1,77.0,5,2,1,3,1,35004.0,1,3,1,109000.0,195,1912.0,1726.0,17.389999389648438,6183.0,94.41999816894533,6608
1,58.0,5,2,1,3,1,35614.0,1,3,1,71300.0,170,231.0,221.0,17.0,1829.0,109.75,7734
1,35.0,5,1,1,1,2,15380.0,1,2,1,69000.0,88,2716.0,2404.0,2.789999961853028,6770.0,118.5500030517578,311
1,61.0,5,1,1,1,3,45060.0,1,2,1,68500.0,110,1750.0,1595.0,4.760000228881836,5459.0,166.16000366210938,6612
1,73.0,5,1,1,1,1,35614.0,1,3,1,71300.0,185,1608.0,1954.0,32.54999923706055,6193.0,102.33999633789062,1206
1,44.0,5,2,1,1,1,15380.0,1,2,1,69000.0,79,1036.0,682.0,4.909999847412109,2566.0,98.31999969482422,3500
1,119.0,5,1,1,1,1,35004.0,1,2,1,109000.0,524,1656.0,1008.0,45.61000061035156,4887.0,83.77999877929688,3354
3,291.0,5,1,1,3,1,35004.0,1,3,1,109000.0,960,1067.0,678.0,8.100000381469727,1642.0,118.62999725341795,10307
1,131.0,5,1,1,3,2,35614.0,1,3,1,71300.0,292,2392.0,2181.0,22.229999542236328,6958.0,183.5200042724609,6246
1,142.0,5,1,1,3,1,24020.0,1,3,1,65400.0,320,1218.0,915.0,5.170000076293945,3655.0,104.37000274658205,3329
1,42.0,5,1,1,1,1,40380.0,1,2,1,69700.0,100,1633.0,1453.0,24.100000381469727,5360.0,90.02999877929688,4171
3,38.0,5,1,1,1,2,24020.0,1,2,2,65400.0,135,1972.0,1319.0,3.859999895095825,4094.0,82.76000213623047,3774
3,177.0,5,1,1,3,1,35614.0,1,3,1,71300.0,398,2735.0,2301.0,13.329999923706056,7388.0,155.9199981689453,8315
3,100.0,2,1,1,3,1,35614.0,1,3,1,71300.0,360,276.0,119.0,83.87000274658203,4382.0,54.09000015258789,4481
1,89.0,5,1,1,1,2,35614.0,1,2,1,71300.0,263,1384.0,1310.0,15.90999984741211,4411.0,175.10000610351562,9580
1,196.0,2,1,2,2,1,35614.0,1,3,1,71300.0,200,1387.0,1273.0,19.15999984741211,4514.0,367.6099853515625,11713
3,42.0,5,2,1,1,2,35614.0,1,3,1,71300.0,366,1016.0,638.0,98.70999908447266,3252.0,137.36000061035156,5461
1,124.0,5,1,1,1,1,28740.0,1,3,1,75200.0,277,1329.0,795.0,22.700000762939453,4414.0,100.87999725341795,11511
1,205.0,5,1,1,1,1,35004.0,1,2,1,109000.0,575,1371.0,1333.0,28.36000061035156,4393.0,157.60000610351562,5603
1,93.0,5,2,1,3,1,24020.0,1,3,1,65400.0,160,2367.0,880.0,3.440000057220459,2326.0,108.97000122070312,4485
3,69.0,5,1,2,3,1,46540.0,1,3,1,63000.0,25,712.0,675.0,2.640000104904175,1971.0,103.43000030517578,8204
1,759.0,5,1,1,1,2,28740.0,1,3,1,75200.0,276,1432.0,855.0,10.649999618530272,2891.0,114.08999633789062,5609
1,49.0,5,1,3,2,1,45060.0,1,3,1,68500.0,5,1610.0,810.0,7.409999847412109,3913.0,64.08999633789062,5553
1,78.0,2,1,1,1,2,35614.0,1,3,1,71300.0,411,955.0,1622.0,82.8499984741211,5294.0,103.37000274658205,5039
3,103.0,5,1,1,3,3,35004.0,1,3,1,109000.0,315,1362.0,1112.0,28.200000762939453,4397.0,79.30999755859375,11428
1,119.0,2,1,1,1,1,35614.0,1,3,1,71300.0,420,52.0,301.0,92.20999908447266,7855.0,70.52999877929688,8246
3,250.0,5,1,1,3,1,35614.0,1,3,1,71300.0,193,1669.0,1579.0,33.619998931884766,4962.0,148.1999969482422,7480
1,75.0,3,1,1,1,2,35004.0,1,3,1,109000.0,309,1562.0,1254.0,97.72000122070312,5615.0,94.4499969482422,345
1,156.0,3,1,1,3,1,35004.0,1,3,1,109000.0,178,1553.0,1295.0,76.88999938964844,5357.0,87.68000030517578,3986
1,170.0,5,1,2,2,1,45060.0,1,3,1,68500.0,75,1360.0,1205.0,6.510000228881836,4010.0,136.6999969482422,5734
1,84.0,5,1,3,2,1,48060.0,1,3,2,57200.0,3,4672.0,1896.0,13.329999923706056,6930.0,111.76000213623048,2419
1,96.0,5,1,1,1,2,35004.0,1,3,1,109000.0,307,2108.0,1540.0,19.40999984741211,6722.0,94.88999938964844,288
1,1170.0,6,3,1,3,1,35004.0,2,3,1,109000.0,800,2583.0,1026.0,44.560001373291016,4163.0,71.6500015258789,8042
1,408.0,6,3,1,1,1,35614.0,1,3,1,71300.0,1523,151.0,1003.0,33.52000045776367,8974.0,195.3699951171875,3116
3,41.0,5,1,1,3,1,28740.0,1,3,1,75200.0,190,2666.0,1874.0,8.029999732971191,4419.0,108.0999984741211,5926
3,79.0,5,1,1,3,1,35004.0,1,3,1,109000.0,330,1265.0,999.0,26.479999542236328,3833.0,90.13999938964844,4015
3,31.0,5,1,1,3,1,35614.0,1,3,1,71300.0,79,907.0,759.0,44.18000030517578,3633.0,107.5199966430664,5832
1,65.0,5,2,1,1,1,28740.0,1,3,1,75200.0,105,1329.0,795.0,22.700000762939453,4414.0,100.87999725341795,9670
1,86.0,5,1,1,1,1,35614.0,1,3,1,71300.0,120,360.0,872.0,59.02000045776367,3670.0,99.55999755859376,3058
3,200.0,5,1,1,3,1,35004.0,2,3,1,109000.0,185,2162.0,1729.0,21.209999084472656,7316.0,75.91000366210938,5003
1,61.0,5,1,1,1,1,46540.0,1,3,1,63000.0,130,2332.0,1971.0,9.170000076293944,5990.0,147.1300048828125,9093
1,120.0,5,1,1,1,1,35004.0,1,3,1,109000.0,300,1066.0,1026.0,7.440000057220459,3251.0,130.14999389648438,8195
1,71.0,5,1,1,3,2,35004.0,1,3,1,109000.0,326,2622.0,2066.0,26.030000686645508,8206.0,95.86000061035156,4250
1,47.0,5,2,1,3,1,35004.0,1,3,1,109000.0,200,1449.0,1410.0,23.479999542236328,4472.0,107.93000030517578,8911
1,52.0,5,1,3,2,1,28740.0,1,3,1,75200.0,5,1935.0,1423.0,16.06999969482422,5216.0,107.91000366210938,10023
3,1497.0,5,1,1,1,1,27060.0,2,3,1,77200.0,257,2466.0,1355.0,29.56999969482422,6209.0,147.97999572753906,5918
1,35.0,5,1,1,3,1,35614.0,1,3,1,71300.0,83,615.0,738.0,60.77999877929688,3366.0,78.16999816894531,4120
1,65.0,5,2,1,1,1,35004.0,1,3,1,109000.0,125,2268.0,2049.0,21.38999938964844,6829.0,100.4800033569336,4621
1,184.0,5,1,1,1,2,35614.0,1,2,1,71300.0,517,2005.0,1994.0,15.949999809265137,6089.0,325.82000732421875,6531
3,51.0,5,1,1,3,1,10580.0,1,3,1,82700.0,157,811.0,490.0,5.900000095367432,2137.0,71.47000122070312,9339
1,110.0,5,2,1,1,1,35004.0,1,3,1,109000.0,261,974.0,810.0,12.18000030517578,3234.0,92.0999984741211,7439
1,145.0,6,3,1,3,2,20524.0,1,3,1,95200.0,240,2324.0,1878.0,15.43000030517578,6243.0,100.37999725341795,5515
1,210.0,5,1,1,1,1,35614.0,1,1,1,71300.0,500,1937.0,1964.0,44.5,6850.0,114.81999969482422,4207
1,99.0,5,1,1,1,2,13780.0,1,3,1,66400.0,147,1789.0,1432.0,2.8299999237060547,4516.0,81.58000183105469,4236
3,150.0,6,3,3,2,1,35614.0,1,3,1,71300.0,21,516.0,145.0,94.01000213623048,2754.0,69.27999877929688,4146
3,39.0,3,2,3,2,1,15380.0,1,3,1,69000.0,10,516.0,326.0,53.88999938964844,1336.0,89.38999938964844,1432
1,93.0,5,1,1,3,1,35004.0,1,3,1,109000.0,156,1423.0,1480.0,19.96999931335449,4997.0,171.64999389648438,6637
1,48.0,5,1,1,1,1,20524.0,1,3,1,95200.0,165,646.0,418.0,31.729999542236328,3918.0,105.9499969482422,11668
3,23.0,5,2,3,2,1,45060.0,1,3,1,68500.0,20,2294.0,1540.0,9.039999961853027,5653.0,152.0,7976
3,77.0,5,1,1,3,1,20524.0,1,3,1,95200.0,271,1630.0,1412.0,11.520000457763672,4038.0,127.81999969482422,6243
3,30.0,6,2,3,2,1,35614.0,1,3,1,71300.0,3,1362.0,922.0,38.83000183105469,3855.0,96.5199966430664,4793
3,28.0,5,1,1,1,1,46540.0,1,3,2,63000.0,30,2621.0,2251.0,3.3499999046325684,6179.0,131.86000061035156,8243
3,42.0,5,2,1,3,1,35614.0,1,3,1,71300.0,73,1802.0,1286.0,12.489999771118164,3732.0,92.4000015258789,2524
1,59.0,5,1,1,3,1,40380.0,2,3,1,69700.0,23,2753.0,2264.0,4.130000114440918,7072.0,117.62999725341795,4403
1,491.0,5,1,1,3,1,46540.0,1,3,1,63000.0,253,2656.0,2081.0,4.239999771118164,6293.0,95.3499984741211,1454
3,24.0,2,1,1,1,1,35004.0,2,2,1,109000.0,283,2183.0,1743.0,29.68000030517578,5934.0,101.4000015258789,5562
1,61.0,6,3,1,3,2,45060.0,1,3,1,68500.0,129,2111.0,1947.0,12.380000114440918,5907.0,118.51000213623048,1897
1,195.0,5,1,2,2,1,10580.0,1,3,1,82700.0,23,2095.0,1895.0,7.409999847412109,6002.0,148.24000549316406,260
1,48.0,5,1,1,1,2,40380.0,1,2,1,69700.0,74,2885.0,1845.0,2.309999942779541,5025.0,92.69000244140624,5988
1,30.0,6,2,1,3,1,10580.0,1,3,1,82700.0,103,1742.0,1595.0,8.130000114440918,4393.0,93.41000366210938,2919
1,68.0,5,2,1,1,1,40380.0,1,3,1,69700.0,128,1739.0,1560.0,7.840000152587891,4450.0,139.19000244140625,3485
1,196.0,5,1,1,3,1,35614.0,1,3,1,71300.0,554,79.0,2593.0,10.3100004196167,7351.0,248.6199951171875,11433
1,97.0,5,2,1,1,1,35614.0,1,2,1,71300.0,192,1260.0,2466.0,27.36000061035156,6868.0,124.45999908447266,8698
1,138.0,5,1,1,3,1,35004.0,2,3,1,109000.0,430,4228.0,1902.0,11.09000015258789,4669.0,113.63999938964844,921
1,81.0,5,1,1,1,1,35614.0,1,2,1,71300.0,512,1157.0,530.0,43.0099983215332,3625.0,67.94000244140625,5167
3,285.0,5,1,1,1,1,35614.0,1,3,1,71300.0,799,715.0,349.0,46.31999969482422,2159.0,129.47999572753906,8799
1,771.0,5,2,1,1,1,35614.0,2,1,1,71300.0,580,108.0,896.0,28.07999992370605,5224.0,325.2799987792969,10773
3,94.0,5,2,1,2,1,40380.0,2,3,1,69700.0,54,1364.0,1252.0,10.289999961853027,3014.0,110.9800033569336,9429
1,191.0,5,1,1,1,1,35004.0,1,1,1,109000.0,800,1036.0,864.0,13.699999809265137,3007.0,183.05999755859372,7120
1,69.0,5,1,1,3,1,15380.0,1,3,1,69000.0,132,1640.0,1340.0,6.050000190734863,4081.0,116.51000213623048,4869
1,84.0,5,2,1,1,1,35614.0,2,3,1,71300.0,188,1340.0,1494.0,42.459999084472656,4477.0,120.7300033569336,8994
1,88.0,5,1,3,2,1,45060.0,1,3,1,68500.0,10,1197.0,981.0,3.700000047683716,3081.0,110.91999816894533,9425
1,122.0,5,2,1,1,1,10580.0,1,3,1,82700.0,289,2323.0,2013.0,4.510000228881836,6737.0,128.1300048828125,10084
1,316.0,5,2,1,1,1,35004.0,1,3,1,109000.0,299,989.0,891.0,5.690000057220459,2690.0,165.2100067138672,7969
1,44.0,6,3,1,3,1,28740.0,1,3,1,75200.0,109,1935.0,1423.0,16.06999969482422,5216.0,107.91000366210938,348
3,77.0,2,1,1,1,2,35614.0,1,3,1,71300.0,427,569.0,167.0,73.94999694824219,2134.0,72.08000183105469,5728
3,111.0,3,1,1,3,1,35614.0,1,3,1,71300.0,379,1441.0,1423.0,21.38999938964844,4385.0,219.17999267578125,473
1,58.0,5,1,1,1,2,40380.0,1,2,1,69700.0,125,1794.0,1669.0,7.150000095367432,4501.0,115.2699966430664,181
1,123.0,2,1,1,1,1,35614.0,1,3,1,71300.0,513,361.0,414.0,37.04999923706055,1730.0,106.5999984741211,3657
1,51.0,5,1,1,1,1,35614.0,1,2,1,71300.0,280,2129.0,1698.0,26.3799991607666,6428.0,137.25999450683594,45
3,207.0,5,2,1,1,1,35004.0,1,3,1,109000.0,106,1617.0,1777.0,6.289999961853027,6482.0,157.6199951171875,7718
1,102.0,2,1,1,1,1,35614.0,1,3,1,71300.0,420,142.0,133.0,71.91000366210938,3521.0,75.16999816894531,875
1,231.0,5,1,1,3,1,35004.0,1,3,1,109000.0,460,1061.0,1004.0,13.109999656677246,3410.0,164.91000366210938,6869
1,730.0,5,1,1,3,1,35004.0,2,3,1,109000.0,284,571.0,510.0,13.550000190734863,1609.0,115.26000213623048,7155
1,80.0,5,1,1,1,1,40380.0,1,2,1,69700.0,90,2318.0,1462.0,19.26000022888184,6200.0,67.94999694824219,337
1,115.0,2,1,1,1,1,10580.0,1,2,1,82700.0,204,2237.0,1872.0,11.239999771118164,6061.0,137.13999938964844,986
1,479.0,5,1,1,1,1,35614.0,2,3,1,71300.0,488,414.0,80.0,98.0,3006.0,50.43999862670898,3038
1,39.0,5,2,1,3,1,15380.0,1,3,1,69000.0,47,1807.0,1613.0,6.710000038146973,4324.0,147.67999267578125,11122
1,263.0,5,1,1,3,1,40380.0,1,3,1,69700.0,500,2007.0,1722.0,10.43000030517578,5716.0,151.16000366210938,5202
1,431.0,5,1,1,1,1,35004.0,2,3,1,109000.0,500,2215.0,90.0,6.940000057220459,317.0,80.36000061035156,953
3,57.0,5,2,3,2,1,45060.0,1,3,1,68500.0,15,771.0,591.0,4.619999885559082,2382.0,70.48999786376953,1622
1,150.0,6,1,1,1,1,35614.0,1,3,1,71300.0,520,39.0,648.0,73.1500015258789,9009.0,69.62999725341797,11532
3,120.0,5,1,1,3,1,35614.0,1,3,1,71300.0,234,2735.0,2301.0,13.329999923706056,7388.0,155.9199981689453,9773
1,197.0,5,2,2,3,1,35614.0,1,3,1,71300.0,245,461.0,174.0,86.62999725341797,5161.0,48.20000076293945,4694
1,51.0,5,2,1,1,1,40380.0,1,3,1,69700.0,100,1822.0,1557.0,13.869999885559082,4103.0,91.1500015258789,2506
1,83.0,5,1,2,2,1,21300.0,1,3,1,64300.0,15,1132.0,735.0,22.549999237060547,2807.0,73.08999633789062,5472
1,117.0,5,1,1,1,1,35004.0,2,3,1,109000.0,434,2583.0,1026.0,44.560001373291016,4163.0,71.6500015258789,3331
1,33.0,5,2,1,1,1,35614.0,1,3,1,71300.0,104,1478.0,818.0,66.98999786376953,5007.0,65.62999725341797,8297
1,47.0,5,1,1,3,1,40380.0,1,3,1,69700.0,124,2394.0,2009.0,3.7899999618530273,6100.0,112.41999816894533,11314
1,117.0,5,1,1,3,1,28740.0,1,3,1,75200.0,284,2562.0,1709.0,10.6899995803833,5713.0,133.8800048828125,10268
3,30.0,5,2,1,3,1,15380.0,1,3,1,69000.0,20,1263.0,357.0,40.41999816894531,2071.0,46.209999084472656,9243
1,70.0,5,1,1,1,1,35614.0,1,3,1,71300.0,170,766.0,1156.0,34.220001220703125,4544.0,82.87999725341797,9423
1,143.0,5,2,1,1,1,35614.0,1,3,1,71300.0,456,230.0,1669.0,17.700000762939453,6402.0,320.1499938964844,1647
1,57.0,5,1,1,3,1,15380.0,1,3,1,69000.0,139,1989.0,1434.0,2.569999933242798,4941.0,106.8499984741211,2021
3,230.0,5,2,1,3,1,40380.0,1,3,1,69700.0,160,2111.0,1640.0,2.940000057220459,3905.0,106.29000091552734,2019
1,53.0,5,1,1,1,1,15380.0,1,2,1,69000.0,54,1955.0,565.0,64.81999969482422,4577.0,32.369998931884766,8684
1,120.0,6,2,1,1,1,35614.0,1,3,1,71300.0,309,1301.0,925.0,33.7400016784668,4057.0,123.69000244140624,3479
1,48.0,5,1,1,1,2,15380.0,1,2,1,69000.0,98,2449.0,2324.0,5.420000076293945,6018.0,98.4800033569336,2081
1,40.0,5,1,1,1,1,21300.0,1,3,1,64300.0,63,1135.0,641.0,8.449999809265137,2817.0,99.23999786376952,5947
1,56.0,6,1,1,1,3,48060.0,1,2,2,57200.0,150,2224.0,1182.0,5.440000057220459,4653.0,94.58000183105467,7391
1,112.0,2,2,1,1,1,35004.0,1,3,1,109000.0,302,832.0,625.0,15.31999969482422,2546.0,77.19999694824219,899
1,12.0,2,1,1,1,1,35614.0,2,2,1,71300.0,315,1307.0,846.0,39.15999984741211,3442.0,118.0,79
1,72.0,5,1,1,1,1,40380.0,1,2,1,69700.0,93,2134.0,1855.0,6.610000133514404,6192.0,95.43000030517578,7234
1,120.0,5,2,1,3,1,46540.0,1,3,1,63000.0,200,1855.0,1470.0,3.4200000762939453,4498.0,134.3699951171875,7968
1,233.0,5,1,1,1,1,35614.0,1,3,1,71300.0,385,83.0,1669.0,31.63999938964844,8391.0,285.0299987792969,2937
1,126.0,5,2,1,3,1,35004.0,1,3,1,109000.0,328,1783.0,1664.0,11.550000190734863,5167.0,99.73999786376952,8460
1,54.0,5,1,1,3,1,35614.0,1,3,1,71300.0,127,1654.0,1611.0,13.100000381469728,4297.0,198.9199981689453,1820
3,105.0,5,1,1,3,1,35614.0,1,3,1,71300.0,160,2213.0,1002.0,73.06999969482422,6606.0,115.56999969482422,4569
3,105.0,6,3,1,2,1,40380.0,1,3,1,69700.0,112,2120.0,1926.0,9.210000038146973,5785.0,127.77999877929688,9342
1,46.0,5,1,1,1,3,40380.0,1,3,1,69700.0,107,1868.0,1203.0,10.65999984741211,4887.0,94.47000122070312,1080
1,58.0,5,1,1,1,3,46540.0,1,2,1,63000.0,96,1228.0,566.0,16.59000015258789,3599.0,65.55000305175781,5253
1,121.0,5,1,1,3,1,20524.0,1,3,1,95200.0,224,776.0,535.0,23.18000030517578,2347.0,97.4499969482422,408
3,238.0,6,3,1,3,1,35004.0,1,3,1,109000.0,1141,3311.0,982.0,43.970001220703125,4046.0,83.6500015258789,906
3,67.0,6,3,1,3,1,35614.0,1,3,1,71300.0,243,1802.0,1286.0,12.489999771118164,3732.0,92.4000015258789,10199
3,26.0,5,1,1,1,1,24020.0,1,3,2,65400.0,45,1667.0,1511.0,4.130000114440918,4889.0,152.50999450683594,2490
3,105.0,5,1,1,3,2,40380.0,1,3,1,69700.0,153,211.0,90.0,12.0600004196167,2919.0,36.880001068115234,7754
1,102.0,5,1,1,1,1,35614.0,1,3,1,71300.0,176,1613.0,1415.0,28.84000015258789,5124.0,148.07000732421875,9817
1,123.0,5,1,1,3,1,35004.0,1,3,1,109000.0,200,1336.0,1229.0,12.65999984741211,4496.0,104.27999877929688,4076
1,65.0,5,1,3,2,1,40380.0,1,3,1,69700.0,30,1948.0,1779.0,18.229999542236328,4910.0,95.79000091552734,4566
1,105.0,5,1,1,3,1,35004.0,1,3,1,109000.0,390,1926.0,1892.0,6.449999809265137,6158.0,110.62000274658205,10520
1,207.0,5,1,1,1,1,35614.0,2,3,1,71300.0,634,609.0,297.0,83.87000274658203,3299.0,35.029998779296875,1470
1,300.0,5,1,1,1,1,35614.0,1,2,1,71300.0,626,1420.0,1637.0,15.640000343322754,5486.0,251.1999969482422,8409
1,97.0,5,2,1,1,1,35004.0,1,2,1,109000.0,318,1983.0,1833.0,15.289999961853027,5999.0,100.3000030517578,8553
1,53.0,5,1,1,1,2,20524.0,1,3,1,95200.0,177,1333.0,1144.0,13.68000030517578,3838.0,113.48999786376952,4634
1,62.0,5,1,2,2,1,10580.0,1,3,1,82700.0,15,2214.0,1965.0,7.340000152587891,6005.0,111.95999908447266,2293
3,585.0,2,1,1,1,1,35614.0,2,3,1,71300.0,530,21.0,413.0,32.70000076293945,2618.0,200.27999877929688,1271
3,111.0,5,1,3,2,1,35004.0,1,3,1,109000.0,25,1678.0,1605.0,22.479999542236328,4639.0,90.51000213623048,11326
1,600.0,5,1,1,3,1,35614.0,1,3,1,71300.0,576,2470.0,2259.0,21.18000030517578,7001.0,147.83999633789062,7091
1,176.0,2,1,1,1,1,35614.0,1,3,1,71300.0,400,599.0,415.0,45.959999084472656,2794.0,98.16000366210938,863
1,41.0,3,2,1,3,1,10580.0,1,3,1,82700.0,58,1045.0,173.0,63.72999954223633,2432.0,36.900001525878906,5637
1,140.0,2,1,1,1,1,35004.0,1,3,1,109000.0,556,1224.0,1084.0,17.020000457763672,3620.0,128.80999755859375,9839
1,30.0,5,1,1,1,1,15380.0,1,2,1,69000.0,78,1531.0,1036.0,4.110000133514404,4112.0,94.6500015258789,5065
1,75.0,5,1,1,3,1,10580.0,1,3,1,82700.0,147,2502.0,2175.0,4.360000133514404,6979.0,100.6999969482422,675
1,19.0,2,1,1,1,1,35614.0,2,3,1,71300.0,380,1036.0,545.0,86.69000244140625,3425.0,102.98999786376952,9354
1,41.0,5,2,2,1,1,40380.0,1,2,1,69700.0,8,1300.0,764.0,43.2599983215332,5280.0,44.18999862670898,4908
1,59.0,5,2,1,1,2,35004.0,1,3,1,109000.0,206,2707.0,2190.0,23.979999542236328,7998.0,84.7699966430664,5049
1,25.0,5,1,1,1,1,40380.0,1,2,1,69700.0,72,2007.0,1722.0,10.43000030517578,5716.0,151.16000366210938,2298
1,99.0,3,1,1,1,2,35614.0,1,3,1,71300.0,265,1783.0,685.0,65.45999908447266,6392.0,61.790000915527344,1740
1,101.0,5,1,1,1,3,10580.0,1,2,1,82700.0,316,1439.0,1132.0,8.010000228881836,3684.0,112.33000183105467,1410
1,325.0,5,2,1,1,1,35004.0,1,3,1,109000.0,780,1779.0,815.0,10.0,2020.0,117.48999786376952,8436
1,111.0,5,1,1,1,1,35614.0,1,3,1,71300.0,260,398.0,370.0,39.2400016784668,2579.0,113.0,7121
3,184.0,5,1,1,3,1,35614.0,1,3,1,71300.0,420,339.0,402.0,65.4800033569336,4221.0,68.08999633789062,554
3,27.0,3,1,2,1,1,35614.0,1,3,1,71300.0,25,784.0,1192.0,92.4499969482422,3193.0,101.73999786376952,1103
1,25.0,5,2,3,2,1,40380.0,1,3,1,69700.0,8,1933.0,1466.0,16.350000381469727,4741.0,80.16000366210938,10324
3,41.0,3,2,3,2,1,35614.0,1,3,1,71300.0,10,1220.0,570.0,92.8000030517578,5207.0,59.54999923706055,6635
3,50.0,5,1,3,2,1,35004.0,2,3,1,109000.0,6,2583.0,1026.0,44.560001373291016,4163.0,71.6500015258789,7147
1,472.0,5,1,1,3,1,35614.0,1,3,1,71300.0,1690,1177.0,1112.0,8.289999961853027,3391.0,367.6099853515625,4736
1,118.0,5,1,1,3,1,35614.0,1,3,1,71300.0,295,658.0,416.0,17.600000381469727,1574.0,102.11000061035156,5653
1,58.0,5,2,1,1,1,35614.0,1,2,1,71300.0,256,2302.0,1665.0,44.04999923706055,7485.0,126.41000366210938,5001
3,32.0,5,2,1,3,1,40380.0,1,3,1,69700.0,71,1380.0,1063.0,8.329999923706055,3278.0,147.72999572753906,3167
1,274.0,5,1,1,1,1,35614.0,1,3,1,71300.0,424,615.0,738.0,60.77999877929688,3366.0,78.16999816894531,7068
1,68.0,6,3,1,3,1,35614.0,1,3,1,71300.0,374,652.0,538.0,99.5999984741211,1739.0,118.04000091552734,6457
3,8.0,5,2,3,2,1,10580.0,2,3,1,82700.0,50,2300.0,1087.0,52.400001525878906,5771.0,77.62000274658203,11343
1,79.0,5,2,1,3,1,28740.0,2,3,1,75200.0,140,1935.0,1423.0,16.06999969482422,5216.0,107.91000366210938,10451
3,72.0,2,1,1,3,3,35614.0,1,3,1,71300.0,750,1108.0,880.0,18.540000915527344,3566.0,154.1699981689453,5856
1,74.0,5,1,1,1,2,35614.0,1,2,1,71300.0,472,284.0,164.0,95.87999725341795,6188.0,45.75,8340
1,41.0,5,1,1,1,1,35614.0,1,3,1,71300.0,124,199.0,662.0,14.869999885559082,2481.0,110.1999969482422,9608
1,74.0,5,2,1,3,1,35614.0,1,3,1,71300.0,200,2470.0,2259.0,21.18000030517578,7001.0,147.83999633789062,10134
1,45.0,5,2,1,1,1,45060.0,1,2,1,68500.0,104,940.0,927.0,5.599999904632568,2447.0,130.00999450683594,4698
1,93.0,5,2,1,1,1,35614.0,1,1,1,71300.0,50,250.0,611.0,52.459999084472656,3071.0,91.1999969482422,7299
1,30.0,5,1,1,3,2,45060.0,1,3,1,68500.0,79,1639.0,1291.0,11.960000038146973,3837.0,72.87999725341797,9472
1,35.0,6,1,1,1,1,46540.0,1,3,2,63000.0,24,1547.0,1005.0,2.700000047683716,3217.0,92.5,7050
1,71.0,5,2,1,1,1,15380.0,2,2,1,69000.0,81,3038.0,2556.0,2.700000047683716,7818.0,137.19000244140625,11459
1,78.0,2,2,1,1,1,35614.0,1,3,1,71300.0,109,1707.0,1669.0,44.68999862670898,4102.0,154.94000244140625,8484
3,15.0,5,1,1,3,1,35614.0,1,3,1,71300.0,105,2735.0,2301.0,13.329999923706056,7388.0,155.9199981689453,1674
1,80.0,5,1,1,1,1,15380.0,1,2,1,69000.0,200,2442.0,2430.0,11.8100004196167,6858.0,157.97000122070312,10571
1,113.0,5,1,1,1,1,20524.0,1,3,1,95200.0,250,1465.0,1432.0,20.82999992370605,4531.0,115.83999633789062,3943
1,72.0,5,1,3,2,1,45060.0,1,3,1,68500.0,5,1948.0,1618.0,5.440000057220459,5112.0,109.48999786376952,4696
1,146.0,5,1,1,1,2,35614.0,1,3,1,71300.0,432,2318.0,2020.0,13.399999618530272,6372.0,138.61000061035156,8280
1,104.0,5,1,1,2,1,10580.0,1,3,1,82700.0,87,2293.0,1883.0,3.369999885559082,5735.0,78.41999816894531,2182
1,276.0,5,1,1,3,1,35614.0,2,3,1,71300.0,330,136.0,2470.0,19.01000022888184,12444.0,211.32000732421875,7887
1,53.0,5,1,1,1,1,15380.0,1,1,1,69000.0,88,1219.0,1131.0,4.769999980926514,3081.0,94.7300033569336,11216
1,79.0,5,1,1,1,2,35004.0,1,3,1,109000.0,252,1604.0,1359.0,16.030000686645508,4940.0,109.02999877929688,2103
1,204.0,5,1,1,3,1,35614.0,1,3,1,71300.0,470,1834.0,1670.0,19.149999618530277,5316.0,204.1999969482422,4523
1,45.0,5,2,1,3,1,45060.0,1,3,1,68500.0,150,3288.0,2315.0,2.7100000381469727,7309.0,92.63999938964844,9462
1,75.0,6,1,1,1,2,35614.0,1,3,1,71300.0,406,1224.0,472.0,95.0,6418.0,62.18999862670898,4884
1,38.0,5,2,1,1,1,15380.0,1,2,1,69000.0,100,1571.0,1104.0,10.15999984741211,3355.0,99.68000030517578,8621
1,112.0,6,3,1,1,1,10580.0,1,3,1,82700.0,204,2414.0,2077.0,14.770000457763672,7442.0,138.44000244140625,4897
1,116.0,5,1,1,3,1,35614.0,1,3,1,71300.0,215,1039.0,739.0,18.82999992370605,2575.0,116.7699966430664,7356
1,55.0,5,1,1,1,3,46540.0,1,2,1,63000.0,122,2030.0,1611.0,3.950000047683716,5367.0,103.31999969482422,9776
1,56.0,5,2,1,1,1,35004.0,1,2,1,109000.0,195,1871.0,1628.0,24.190000534057617,5667.0,82.69999694824219,2910
